artist,like,play,skip,engagement_rate,skip_rate
Style of Eye,2,12,0,0.16666666666666666,0.0
Su Presencia,1,6,2,0.16666666666666666,0.3333333333333333
Drizabone,1,6,1,0.16666666666666666,0.16666666666666666
Dru Down,1,6,1,0.16666666666666666,0.16666666666666666
Jacob Banks,4,24,1,0.16666666666666666,0.041666666666666664
Jabin Chavez,1,6,0,0.16666666666666666,0.0
K.E.E.N.E.,2,12,1,0.16666666666666666,0.08333333333333333
PeeWee,1,6,1,0.16666666666666666,0.16666666666666666
Transit,1,6,1,0.16666666666666666,0.16666666666666666
Sharon Jones,1,6,0,0.16666666666666666,0.0
guardin,1,6,1,0.16666666666666666,0.16666666666666666
Pisk,3,18,2,0.16666666666666666,0.1111111111111111
ASP,2,12,3,0.16666666666666666,0.25
Wolfmother,2,12,1,0.16666666666666666,0.08333333333333333
Justina Valentine,1,6,0,0.16666666666666666,0.0
Raes,1,6,2,0.16666666666666666,0.3333333333333333
Rafa Barrios,1,6,1,0.16666666666666666,0.16666666666666666
Jaecy,1,6,0,0.16666666666666666,0.0
Jack Newsome,1,6,2,0.16666666666666666,0.3333333333333333
Jack Wins,2,12,3,0.16666666666666666,0.25
Jwonn,1,6,0,0.16666666666666666,0.0
Percy Sledge,2,12,1,0.16666666666666666,0.08333333333333333
Dionne Farris,1,6,1,0.16666666666666666,0.16666666666666666
Bedoes,4,24,4,0.16666666666666666,0.16666666666666666
Vybz Kartel,1,6,2,0.16666666666666666,0.3333333333333333
THE NEW DEATH CULT,1,6,3,0.16666666666666666,0.5
Dilated Peoples,1,6,1,0.16666666666666666,0.16666666666666666
guccihighwaters,1,6,1,0.16666666666666666,0.16666666666666666
Michael Calfan,3,18,3,0.16666666666666666,0.16666666666666666
Michael DeAngelo,1,6,1,0.16666666666666666,0.16666666666666666
Marco Maggiore,1,6,0,0.16666666666666666,0.0
Marcos & Belutti,2,12,2,0.16666666666666666,0.16666666666666666
Michael Mind Project,1,6,1,0.16666666666666666,0.16666666666666666
Sick Puppies,3,18,1,0.16666666666666666,0.05555555555555555
Evalyn,1,6,3,0.16666666666666666,0.5
Moe Aly,3,18,1,0.16666666666666666,0.05555555555555555
J.J. Fad,1,6,0,0.16666666666666666,0.0
Paulo Ho,1,6,0,0.16666666666666666,0.0
Wolfsheim,1,6,4,0.16666666666666666,0.6666666666666666
Au5,1,6,2,0.16666666666666666,0.3333333333333333
Austin Mahone,5,30,3,0.16666666666666666,0.1
JY MNTL,1,6,0,0.16666666666666666,0.0
Violent Femmes,4,24,1,0.16666666666666666,0.041666666666666664
Francis Davila,1,6,0,0.16666666666666666,0.0
Milky Chance,1,6,0,0.16666666666666666,0.0
ATTLAS,1,6,1,0.16666666666666666,0.16666666666666666
Ralphy Dreamz,2,12,3,0.16666666666666666,0.25
Raja Kumari,1,6,0,0.16666666666666666,0.0
Volkoder,1,6,2,0.16666666666666666,0.3333333333333333
Jack & Lewis,1,6,0,0.16666666666666666,0.0
K-OS,1,6,3,0.16666666666666666,0.5
Benjah,1,6,1,0.16666666666666666,0.16666666666666666
Diaz & Bruno,1,6,2,0.16666666666666666,0.3333333333333333
Chris Viviano,1,6,2,0.16666666666666666,0.3333333333333333
C0PIK,1,6,4,0.16666666666666666,0.6666666666666666
Erre XI,3,18,2,0.16666666666666666,0.1111111111111111
Erkki.R,4,24,3,0.16666666666666666,0.125
Minke,1,6,1,0.16666666666666666,0.16666666666666666
Magnofield,1,6,1,0.16666666666666666,0.16666666666666666
Maggie Rose,1,6,1,0.16666666666666666,0.16666666666666666
Jóhann Jóhannsson,1,6,1,0.16666666666666666,0.16666666666666666
The Sam Willows,1,6,1,0.16666666666666666,0.16666666666666666
The Wildhearts,1,6,2,0.16666666666666666,0.3333333333333333
Bombs Away,3,18,2,0.16666666666666666,0.1111111111111111
Bombus,1,6,1,0.16666666666666666,0.16666666666666666
Ruzzi,1,6,0,0.16666666666666666,0.0
Lauren Mia,1,6,0,0.16666666666666666,0.0
Róisín Murphy,2,12,3,0.16666666666666666,0.25
Westside Cartel,1,6,1,0.16666666666666666,0.16666666666666666
Crush Club,1,6,0,0.16666666666666666,0.0
The Gallerys,1,6,0,0.16666666666666666,0.0
*NSYNC,2,12,4,0.16666666666666666,0.3333333333333333
.SØN,1,6,0,0.16666666666666666,0.0
Skylar Stecker,1,6,0,0.16666666666666666,0.0
2Scratch,2,12,2,0.16666666666666666,0.16666666666666666
10cc,1,6,0,0.16666666666666666,0.0
Malcolm Voltaire,1,6,0,0.16666666666666666,0.0
Matt Simons,7,42,2,0.16666666666666666,0.047619047619047616
Crowd,1,6,0,0.16666666666666666,0.0
Maya Jane Coles,1,6,0,0.16666666666666666,0.0
27CLUB,1,6,1,0.16666666666666666,0.16666666666666666
2DE1,1,6,0,0.16666666666666666,0.0
Collective Soul,1,6,2,0.16666666666666666,0.3333333333333333
Pretty Ricky,2,12,1,0.16666666666666666,0.08333333333333333
カメレオン・ライム・ウーピーパイ,1,6,3,0.16666666666666666,0.5
187 Strassenbande,2,12,7,0.16666666666666666,0.5833333333333334
2NE1,1,6,0,0.16666666666666666,0.0
McClenney,3,18,3,0.16666666666666666,0.16666666666666666
Stackztootrill,1,6,0,0.16666666666666666,0.0
Nicki Nicole,6,36,5,0.16666666666666666,0.1388888888888889
Guaraná,1,6,1,0.16666666666666666,0.16666666666666666
Tommy Newport,1,6,0,0.16666666666666666,0.0
Mc Th,1,6,1,0.16666666666666666,0.16666666666666666
Eurythmics,3,18,3,0.16666666666666666,0.16666666666666666
Formal One,1,6,1,0.16666666666666666,0.16666666666666666
Mike Williams,11,66,11,0.16666666666666666,0.16666666666666666
Miki Núñez,1,6,0,0.16666666666666666,0.0
Julian Era,1,6,0,0.16666666666666666,0.0
Dream Shizuka,1,6,2,0.16666666666666666,0.3333333333333333
Dreezy,1,6,1,0.16666666666666666,0.16666666666666666
The Watch,1,6,0,0.16666666666666666,0.0
James Blunt,5,30,4,0.16666666666666666,0.13333333333333333
Pete Oak,1,6,1,0.16666666666666666,0.16666666666666666
Avi Ness,1,6,1,0.16666666666666666,0.16666666666666666
The Cult,3,18,2,0.16666666666666666,0.1111111111111111
César Avila,1,6,1,0.16666666666666666,0.16666666666666666
Shaun Cassidy,1,6,1,0.16666666666666666,0.16666666666666666
Smile,1,6,4,0.16666666666666666,0.6666666666666666
Christian French,1,6,1,0.16666666666666666,0.16666666666666666
Joyce Wrice,1,6,2,0.16666666666666666,0.3333333333333333
Pham,1,6,2,0.16666666666666666,0.3333333333333333
Julia Sicone,1,6,0,0.16666666666666666,0.0
Tori Amos,1,6,2,0.16666666666666666,0.3333333333333333
Everclear,1,6,1,0.16666666666666666,0.16666666666666666
Middle School,1,6,1,0.16666666666666666,0.16666666666666666
AKA AKA,1,6,1,0.16666666666666666,0.16666666666666666
Mama Cleo,1,6,0,0.16666666666666666,0.0
DuRu Tha King,1,6,1,0.16666666666666666,0.16666666666666666
RYPPHYPE,1,6,0,0.16666666666666666,0.0
WDL,1,6,2,0.16666666666666666,0.3333333333333333
Beartooth,2,12,3,0.16666666666666666,0.25
Austin Moon,2,12,2,0.16666666666666666,0.16666666666666666
Avoure,1,6,0,0.16666666666666666,0.0
Avinash Kalra,1,6,2,0.16666666666666666,0.3333333333333333
Maml,1,6,1,0.16666666666666666,0.16666666666666666
Manu Durán,1,6,1,0.16666666666666666,0.16666666666666666
Saving Vice,1,6,0,0.16666666666666666,0.0
Fuzo,1,6,1,0.16666666666666666,0.16666666666666666
Adrienne Pauly,1,6,1,0.16666666666666666,0.16666666666666666
Advaita,2,12,4,0.16666666666666666,0.3333333333333333
Deraj,1,6,1,0.16666666666666666,0.16666666666666666
Xavier Omär,2,12,4,0.16666666666666666,0.3333333333333333
Invisible Limits,1,6,0,0.16666666666666666,0.0
Regi,1,6,0,0.16666666666666666,0.0
Influence Music,1,6,0,0.16666666666666666,0.0
Biboulakis,1,6,0,0.16666666666666666,0.0
Karma Fields,1,6,1,0.16666666666666666,0.16666666666666666
Karasso,1,6,0,0.16666666666666666,0.0
Passion,1,6,0,0.16666666666666666,0.0
Reaper,1,6,0,0.16666666666666666,0.0
Rebecca Black,1,6,3,0.16666666666666666,0.5
Mar Vei,1,6,1,0.16666666666666666,0.16666666666666666
Funkerman,1,6,2,0.16666666666666666,0.3333333333333333
Acidic Base,1,6,0,0.16666666666666666,0.0
MAGIC GIANT,1,6,0,0.16666666666666666,0.0
DIIV,1,6,1,0.16666666666666666,0.16666666666666666
Red Flag,2,12,2,0.16666666666666666,0.16666666666666666
The Years Gone By,4,24,2,0.16666666666666666,0.08333333333333333
The Young Punx,1,6,1,0.16666666666666666,0.16666666666666666
Benny Mardones,1,6,1,0.16666666666666666,0.16666666666666666
Bergs,1,6,2,0.16666666666666666,0.3333333333333333
Fiesty 2 Gunns,1,6,2,0.16666666666666666,0.3333333333333333
Cadence Floria,1,6,0,0.16666666666666666,0.0
A.CHAL,1,6,1,0.16666666666666666,0.16666666666666666
A.Y.A,1,6,3,0.16666666666666666,0.5
ABBA,1,6,1,0.16666666666666666,0.16666666666666666
Willy Paul,1,6,0,0.16666666666666666,0.0
Red Band,1,6,1,0.16666666666666666,0.16666666666666666
Meck,2,12,1,0.16666666666666666,0.08333333333333333
Piso 21,10,60,9,0.16666666666666666,0.15
Pitizion,1,6,0,0.16666666666666666,0.0
Bamba Lamer,1,6,1,0.16666666666666666,0.16666666666666666
Jay Menez,4,24,1,0.16666666666666666,0.041666666666666664
Rezz,3,18,5,0.16666666666666666,0.2777777777777778
Big Star,1,6,3,0.16666666666666666,0.5
Big Yamo,2,12,0,0.16666666666666666,0.0
EZA,2,12,4,0.16666666666666666,0.3333333333333333
Sasha Chest,1,6,1,0.16666666666666666,0.16666666666666666
carwash,1,6,1,0.16666666666666666,0.16666666666666666
YAnna Crawley,1,6,2,0.16666666666666666,0.3333333333333333
PXNDX,1,6,4,0.16666666666666666,0.6666666666666666
Kelvin Jones,1,6,0,0.16666666666666666,0.0
Kelvis Ochoa,1,6,3,0.16666666666666666,0.5
GENERATIONS from EXILE TRIBE,1,6,3,0.16666666666666666,0.5
DJ Cash,2,12,0,0.16666666666666666,0.0
Incognet,1,6,0,0.16666666666666666,0.0
Denzil Porter,1,6,0,0.16666666666666666,0.0
Kash Doll,1,6,0,0.16666666666666666,0.0
Kavv,3,18,1,0.16666666666666666,0.05555555555555555
Rev Theory,6,36,4,0.16666666666666666,0.1111111111111111
Theis EZ,3,18,1,0.16666666666666666,0.05555555555555555
Kehele Keff,1,6,0,0.16666666666666666,0.0
Still Woozy,2,12,1,0.16666666666666666,0.08333333333333333
Y&T,3,18,5,0.16666666666666666,0.2777777777777778
Aerophon,1,6,1,0.16666666666666666,0.16666666666666666
GARZA,1,6,0,0.16666666666666666,0.0
Gaby Zambrano,1,6,0,0.16666666666666666,0.0
Lynn Hayek,1,6,3,0.16666666666666666,0.5
View,2,12,2,0.16666666666666666,0.16666666666666666
Revelries,2,12,0,0.16666666666666666,0.0
E-girls,1,6,1,0.16666666666666666,0.16666666666666666
D. Muñoz,1,6,0,0.16666666666666666,0.0
Sofía Campos,1,6,0,0.16666666666666666,0.0
Travis Barker,1,6,2,0.16666666666666666,0.3333333333333333
Bushwick Bill,1,6,1,0.16666666666666666,0.16666666666666666
Aby,1,6,3,0.16666666666666666,0.5
Kalimba,1,6,1,0.16666666666666666,0.16666666666666666
Ravek,1,6,2,0.16666666666666666,0.3333333333333333
Bertholet,3,18,0,0.16666666666666666,0.0
Devan,1,6,0,0.16666666666666666,0.0
Devault,1,6,2,0.16666666666666666,0.3333333333333333
DevilDriver,1,6,1,0.16666666666666666,0.16666666666666666
KSI,2,12,0,0.16666666666666666,0.0
Paul Otten,1,6,1,0.16666666666666666,0.16666666666666666
Chief Keef,4,24,2,0.16666666666666666,0.08333333333333333
Storm Queen,1,6,0,0.16666666666666666,0.0
B.City Crew,1,6,0,0.16666666666666666,0.0
Semitoo,1,6,0,0.16666666666666666,0.0
Sep,1,6,2,0.16666666666666666,0.3333333333333333
Seth Hills,6,36,5,0.16666666666666666,0.1388888888888889
Mach & Daddy,1,6,1,0.16666666666666666,0.16666666666666666
Mademoiselle K.,1,6,3,0.16666666666666666,0.5
Fred Hammond,7,42,5,0.16666666666666666,0.11904761904761904
Freddie Joachim,1,6,1,0.16666666666666666,0.16666666666666666
Frank Mccomb,6,36,2,0.16666666666666666,0.05555555555555555
Downlowd,1,6,0,0.16666666666666666,0.0
Dimmi,1,6,2,0.16666666666666666,0.3333333333333333
Michael Nau,1,6,1,0.16666666666666666,0.16666666666666666
The Egg,1,6,0,0.16666666666666666,0.0
Fleurie,1,6,1,0.16666666666666666,0.16666666666666666
The Eiffels,1,6,1,0.16666666666666666,0.16666666666666666
Cupid,1,6,0,0.16666666666666666,0.0
Duas Doses,1,6,0,0.16666666666666666,0.0
Szymi Szyms,1,6,0,0.16666666666666666,0.0
Barns Courtney,2,12,2,0.16666666666666666,0.16666666666666666
RAT BOY,1,6,0,0.16666666666666666,0.0
Jason Thurell,2,12,0,0.16666666666666666,0.0
Jaw,1,6,1,0.16666666666666666,0.16666666666666666
Isaac Delusion,1,6,1,0.16666666666666666,0.16666666666666666
Ashlie Amber,1,6,0,0.16666666666666666,0.0
Asilo 38,2,12,6,0.16666666666666666,0.5
Passion Pit,4,24,2,0.16666666666666666,0.08333333333333333
MC Ingryd,1,6,1,0.16666666666666666,0.16666666666666666
Scritti Politti,1,6,2,0.16666666666666666,0.3333333333333333
Fruko Y Sus Tesos,1,6,1,0.16666666666666666,0.16666666666666666
Full Crate,1,6,1,0.16666666666666666,0.16666666666666666
TrifeDrew,1,6,2,0.16666666666666666,0.3333333333333333
Bufalo,1,6,0,0.16666666666666666,0.0
The Hate Club,1,6,0,0.16666666666666666,0.0
Crazy Lixx,1,6,1,0.16666666666666666,0.16666666666666666
Cozy Collective,3,18,2,0.16666666666666666,0.1111111111111111
Kali Uchis,23,138,12,0.16666666666666666,0.08695652173913043
Kaleida,1,6,0,0.16666666666666666,0.0
The Revivalists,1,6,1,0.16666666666666666,0.16666666666666666
Duncan Sheik,1,6,1,0.16666666666666666,0.16666666666666666
Dulce López,1,6,1,0.16666666666666666,0.16666666666666666
MC Ren,1,6,2,0.16666666666666666,0.3333333333333333
Real Estate,1,6,2,0.16666666666666666,0.3333333333333333
Kai Exos,1,6,0,0.16666666666666666,0.0
dolorifics,1,6,1,0.16666666666666666,0.16666666666666666
METAFO4R,1,6,0,0.16666666666666666,0.0
Esperanza Spalding,5,30,4,0.16666666666666666,0.13333333333333333
Front 242,1,6,0,0.16666666666666666,0.0
Friday Night Plans,1,6,2,0.16666666666666666,0.3333333333333333
MELANIE?,1,6,1,0.16666666666666666,0.16666666666666666
Isobel Campbell,1,6,1,0.16666666666666666,0.16666666666666666
DJ Snake,40,241,30,0.16597510373443983,0.12448132780082988
Sebastian Yatra,12,73,13,0.1643835616438356,0.1780821917808219
Garmiani,10,61,7,0.16393442622950818,0.11475409836065574
DJ Quik,10,61,12,0.16393442622950818,0.19672131147540983
Ñejo & Dalmata,10,61,4,0.16393442622950818,0.06557377049180328
Cosculluela,10,61,4,0.16393442622950818,0.06557377049180328
Brian McKnight,9,55,8,0.16363636363636364,0.14545454545454545
Sade,9,55,5,0.16363636363636364,0.09090909090909091
Hansie,8,49,9,0.16326530612244897,0.1836734693877551
Shakira,22,135,21,0.16296296296296298,0.15555555555555556
Ysy A,14,86,12,0.16279069767441862,0.13953488372093023
Capital Bra,14,86,13,0.16279069767441862,0.1511627906976744
Ummet Ozcan,14,86,12,0.16279069767441862,0.13953488372093023
Auxxk,7,43,8,0.16279069767441862,0.18604651162790697
Ringo Starr,7,43,7,0.16279069767441862,0.16279069767441862
Bryce Vine,7,43,4,0.16279069767441862,0.09302325581395349
オメガトライブ,45,277,40,0.1624548736462094,0.1444043321299639
1Kilo,6,37,5,0.16216216216216217,0.13513513513513514
Tego Calderon,12,74,5,0.16216216216216217,0.06756756756756757
Kehlani,5,31,1,0.16129032258064516,0.03225806451612903
Ufo361,5,31,3,0.16129032258064516,0.0967741935483871
Wings,5,31,7,0.16129032258064516,0.22580645161290322
Ministry,5,31,2,0.16129032258064516,0.06451612903225806
Estelle,5,31,0,0.16129032258064516,0.0
LVNDSCAPE,5,31,3,0.16129032258064516,0.0967741935483871
Contiez,5,31,2,0.16129032258064516,0.06451612903225806
Hallman,5,31,3,0.16129032258064516,0.0967741935483871
Blue Wednesday,5,31,4,0.16129032258064516,0.12903225806451613
Javiera Mena,47,292,48,0.16095890410958905,0.1643835616438356
Joy Division,9,56,5,0.16071428571428573,0.08928571428571429
Sidoka,9,56,14,0.16071428571428573,0.25
Ozuna,40,249,35,0.1606425702811245,0.14056224899598393
Unlike Pluto,4,25,1,0.16,0.04
Prince Royce,8,50,5,0.16,0.1
Matt Strike,4,25,3,0.16,0.12
Olivia Holt,4,25,2,0.16,0.08
Blinders,4,25,3,0.16,0.12
Valentino Khan,4,25,5,0.16,0.2
Y'Akoto,4,25,3,0.16,0.12
Aitch,4,25,1,0.16,0.04
M-22,4,25,3,0.16,0.12
KURT,4,25,4,0.16,0.16
Jauz,4,25,5,0.16,0.2
Axel Boy,4,25,3,0.16,0.12
Run–D.M.C.,4,25,5,0.16,0.2
Foster The People,4,25,5,0.16,0.2
The Temptations,4,25,4,0.16,0.16
White Lion,4,25,1,0.16,0.04
Carlie Hanson,4,25,4,0.16,0.16
Royse,4,25,1,0.16,0.04
Rudy Torres,4,25,3,0.16,0.12
KYLE,4,25,1,0.16,0.04
KAY JAM,4,25,1,0.16,0.04
TWIIG,4,25,3,0.16,0.12
Ginuwine,15,94,14,0.1595744680851064,0.14893617021276595
DubVision,18,113,17,0.1592920353982301,0.1504424778761062
October Ends,7,44,0,0.1590909090909091,0.0
One Direction,14,88,9,0.1590909090909091,0.10227272727272728
Kings of Leon,14,88,7,0.1590909090909091,0.07954545454545454
Cream,7,44,9,0.1590909090909091,0.20454545454545456
Red Hot Chili Peppers,16,101,10,0.15841584158415842,0.09900990099009901
Żwirek,3,19,2,0.15789473684210525,0.10526315789473684
biosphere,3,19,1,0.15789473684210525,0.05263157894736842
Pentatonix,3,19,4,0.15789473684210525,0.21052631578947367
Juicy J,3,19,2,0.15789473684210525,0.10526315789473684
Chaka Khan,3,19,6,0.15789473684210525,0.3157894736842105
Josh Stanley,3,19,3,0.15789473684210525,0.15789473684210525
Cynthia Jones,6,38,2,0.15789473684210525,0.05263157894736842
Jeff Floyd,3,19,3,0.15789473684210525,0.15789473684210525
Silva,3,19,2,0.15789473684210525,0.10526315789473684
423kidk,3,19,2,0.15789473684210525,0.10526315789473684
Quavo,3,19,1,0.15789473684210525,0.05263157894736842
Jessica Reedy,3,19,1,0.15789473684210525,0.05263157894736842
MR.BLACK,3,19,4,0.15789473684210525,0.21052631578947367
Chestnyi,3,19,0,0.15789473684210525,0.0
HM Surf,3,19,4,0.15789473684210525,0.21052631578947367
Fukkk Offf,3,19,1,0.15789473684210525,0.05263157894736842
Frijo,3,19,2,0.15789473684210525,0.10526315789473684
Tamia,6,38,8,0.15789473684210525,0.21052631578947367
ReauBeau,3,19,1,0.15789473684210525,0.05263157894736842
AronChupa,3,19,4,0.15789473684210525,0.21052631578947367
Sash!,3,19,2,0.15789473684210525,0.10526315789473684
TOOL,3,19,2,0.15789473684210525,0.10526315789473684
Haddaway,3,19,1,0.15789473684210525,0.05263157894736842
Dbstf,3,19,1,0.15789473684210525,0.05263157894736842
SWACQ,3,19,4,0.15789473684210525,0.21052631578947367
Harry Styles,9,57,5,0.15789473684210525,0.08771929824561403
Aleman,6,38,5,0.15789473684210525,0.13157894736842105
Levert,6,38,5,0.15789473684210525,0.13157894736842105
Good Times Ahead,9,57,6,0.15789473684210525,0.10526315789473684
OSHUN,3,19,1,0.15789473684210525,0.05263157894736842
Blu,3,19,3,0.15789473684210525,0.15789473684210525
Nextro,3,19,0,0.15789473684210525,0.0
The Cure,20,127,18,0.15748031496062992,0.14173228346456693
Avicii,51,324,43,0.1574074074074074,0.13271604938271606
StaFFord63,14,89,5,0.15730337078651685,0.056179775280898875
Next,8,51,7,0.1568627450980392,0.13725490196078433
A$AP Ferg,8,51,4,0.1568627450980392,0.0784313725490196
Kollegah,8,51,4,0.1568627450980392,0.0784313725490196
Major Lazer,57,364,42,0.1565934065934066,0.11538461538461539
Jill Scott,23,147,18,0.1564625850340136,0.12244897959183673
La Coka Nostra,10,64,11,0.15625,0.171875
Türküm,5,32,3,0.15625,0.09375
Pat Benatar,5,32,7,0.15625,0.21875
Tinie Tempah,5,32,2,0.15625,0.0625
Tomoko Aran,5,32,1,0.15625,0.03125
BORCREW,5,32,3,0.15625,0.09375
3 Doors Down,10,64,12,0.15625,0.1875
Information Society,5,32,5,0.15625,0.15625
MC Caverinha,5,32,4,0.15625,0.125
Karyn White,12,77,9,0.15584415584415584,0.11688311688311688
Ol' Dirty Bastard,7,45,6,0.15555555555555556,0.13333333333333333
Kelly Clarkson,9,58,10,0.15517241379310345,0.1724137931034483
REO Speedwagon,9,58,2,0.15517241379310345,0.034482758620689655
Danny Boone,9,58,9,0.15517241379310345,0.15517241379310345
Martin Numan,9,58,4,0.15517241379310345,0.06896551724137931
New Order,18,116,14,0.15517241379310345,0.1206896551724138
T-SQUARE,9,58,5,0.15517241379310345,0.08620689655172414
Duran Duran,11,71,10,0.15492957746478872,0.14084507042253522
Jennifer Lopez,22,142,21,0.15492957746478872,0.14788732394366197
Jon Z,6,39,5,0.15384615384615385,0.1282051282051282
Royal Bliss,2,13,1,0.15384615384615385,0.07692307692307693
Syd,2,13,3,0.15384615384615385,0.23076923076923078
El Pinche Mara,2,13,1,0.15384615384615385,0.07692307692307693
Nipsey Hussle,4,26,2,0.15384615384615385,0.07692307692307693
Pierce Fulton,4,26,1,0.15384615384615385,0.038461538461538464
Caifanes,22,143,23,0.15384615384615385,0.16083916083916083
Rotimi,2,13,2,0.15384615384615385,0.15384615384615385
Mark Isham,2,13,1,0.15384615384615385,0.07692307692307693
A l l i e,2,13,0,0.15384615384615385,0.0
Tom Ferry,2,13,0,0.15384615384615385,0.0
Mariana BO,2,13,2,0.15384615384615385,0.15384615384615385
Bacilos,8,52,4,0.15384615384615385,0.07692307692307693
Mario Bautista,2,13,1,0.15384615384615385,0.07692307692307693
Youngn Lipz,2,13,3,0.15384615384615385,0.23076923076923078
The Federal Empire,2,13,2,0.15384615384615385,0.15384615384615385
Caribou,2,13,0,0.15384615384615385,0.0
St. Vincent,2,13,4,0.15384615384615385,0.3076923076923077
West Gold,2,13,3,0.15384615384615385,0.23076923076923078
Donny Hathaway,2,13,0,0.15384615384615385,0.0
Nightly,4,26,2,0.15384615384615385,0.07692307692307693
